shipment_id,order_id,shipping_mode,delivery_date,delivery_status,shipping_cost
54833,14833,Rail,2025-03-31,Delivered,26.18
54834,14834,Road,2025-12-03,Delayed,28.82
54835,14835,Road,2025-10-17,Delayed,33.6
54836,14836,Rail,2025-10-17,Delivered,18.32
54837,14837,Rail,2025-07-06,Delayed,48.39
54838,14838,Rail,2025-08-15,Delivered,22.91
54839,14839,Road,2025-10-28,Delivered,29.25
54840,14840,Road,2025-09-19,Delivered,12.65
54841,14841,Road,2025-11-26,Delivered,6.56
54842,14842,Road,2025-12-17,Delivered,40.01
54843,14843,Rail,2025-10-19,Delivered,39.03
54844,14844,Air,2025-06-23,Delivered,43.05
54845,14845,Rail,2025-09-13,Delivered,49.54
54846,14846,Rail,2025-09-29,Delivered,22.34
54847,14847,Air,2025-05-07,Delivered,20.65
54848,14848,Road,2025-11-28,Delivered,15.76
54849,14849,Road,2025-09-21,Delivered,31.74
54850,14850,Air,2025-06-19,Delivered,49.95
54851,14851,Rail,2025-01-28,Delayed,43.14
54852,14852,Road,2025-10-12,Delayed,24.72
54853,14853,Air,2025-04-06,Delivered,43.96
54854,14854,Rail,2025-10-19,Delivered,43.41
54855,14855,Road,2025-06-02,Delivered,49.12
54856,14856,Road,2025-03-10,Delivered,6.5
54857,14857,Road,2025-06-14,Delivered,35.95
54858,14858,Road,2025-08-10,Delayed,35.15
54859,14859,Air,2025-08-25,Delivered,29.16
54860,14860,Air,2025-07-19,Delayed,15.8
54861,14861,Air,2025-08-05,Delivered,14.27
54862,14862,Air,2025-05-31,Delayed,28.6
54863,14863,Road,2025-11-19,Delivered,5.55
54864,14864,Rail,2025-07-23,Delivered,9.41
54865,14865,Rail,2025-07-01,Delivered,9.59
54866,14866,Air,2025-10-03,Delayed,19.19
54867,14867,Rail,2025-03-15,Delivered,13.51
54868,14868,Air,2025-03-23,Delivered,49.15
54869,14869,Air,2025-09-05,Delivered,42.87
54870,14870,Rail,2025-12-22,Delivered,42.2
54871,14871,Road,2025-05-07,Delayed,20.98
54872,14872,Road,2025-05-30,Delivered,33.88
54873,14873,Air,2025-06-25,Delivered,21.63
54874,14874,Air,2025-11-22,Delivered,35.3
54875,14875,Road,2025-04-14,Delivered,41.86
54876,14876,Road,2025-10-15,Delivered,31.64
54877,14877,Rail,2025-03-09,Delivered,35.14
54878,14878,Rail,2025-05-22,Delivered,38.46
54879,14879,Road,2025-05-22,Delivered,14.45
54880,14880,Rail,2025-07-18,Delivered,42.47
54881,14881,Rail,2025-11-19,Delivered,22.48
54882,14882,Air,2025-03-31,Delivered,28.69
54883,14883,Road,2025-07-04,Delayed,31.85
54884,14884,Road,2025-11-15,Delivered,15.03
54885,14885,Rail,2025-01-28,Delivered,11.83
54886,14886,Rail,2025-02-06,Delivered,5.19
54887,14887,Air,2025-08-25,Delivered,25.67
54888,14888,Road,2025-10-17,Delivered,43.07
54889,14889,Air,2025-09-05,Delayed,46.98
54890,14890,Rail,2025-07-16,Delayed,43.62
54891,14891,Road,2025-05-03,Delivered,49.75
54892,14892,Road,2025-06-19,Delivered,20.32
54893,14893,Air,2025-10-10,Delayed,26.77
54894,14894,Rail,2025-04-17,Delivered,32.73
54895,14895,Road,2025-03-14,Delivered,39.88
54896,14896,Air,2025-08-25,Delayed,26.56
54897,14897,Rail,2025-09-16,Delivered,19.68
54898,14898,Road,2025-08-23,Delivered,46.3
54899,14899,Rail,2025-07-15,Delivered,13.72
54900,14900,Air,2025-01-12,Delivered,31.05
54901,14901,Rail,2025-01-22,Delivered,22.79
54902,14902,Rail,2025-03-07,Delayed,9.24
54903,14903,Rail,2025-01-30,Delivered,32.36
54904,14904,Air,2025-06-06,Delivered,20.31
54905,14905,Road,2025-09-06,Delayed,37.48
54906,14906,Road,2025-09-05,Delivered,31.73
54907,14907,Air,2025-09-09,Delivered,46.89
54908,14908,Air,2025-04-14,Delivered,21.52
54909,14909,Air,2025-08-15,Delayed,34.55
54910,14910,Road,2025-02-06,Delivered,26.95
54911,14911,Rail,2025-11-19,Delivered,7.38
54912,14912,Road,2025-05-08,Delivered,25.5
54913,14913,Road,2025-01-22,Delayed,11.2
54914,14914,Road,2025-08-24,Delivered,21.14
54915,14915,Air,2025-12-12,Delayed,49.23
54916,14916,Road,2025-05-10,Delivered,49.06
54917,14917,Rail,2025-10-07,Delivered,6.73
54918,14918,Air,2025-10-05,Delayed,44.64
54919,14919,Road,2025-07-24,Delivered,36.82
54920,14920,Road,2025-06-19,Delivered,39.69
54921,14921,Rail,2025-10-10,Delivered,35.59
54922,14922,Air,2025-10-12,Delivered,19.03
54923,14923,Air,2025-01-14,Delayed,44.61
54924,14924,Road,2025-09-12,Delivered,29.3
54925,14925,Air,2025-08-31,Delivered,26.2
54926,14926,Rail,2025-11-26,Delayed,39.66
54927,14927,Air,2025-10-22,Delivered,38.25
54928,14928,Rail,2025-08-16,Delivered,21.44
54929,14929,Rail,2025-02-14,Delivered,20.28
54930,14930,Air,2025-09-13,Delivered,12.86
54931,14931,Road,2025-11-16,Delivered,20.97
54932,14932,Road,2025-10-12,Delivered,10.45
54933,14933,Road,2025-02-04,Delivered,42.93
54934,14934,Rail,2025-12-01,Delivered,6.48
54935,14935,Air,2025-10-02,Delayed,8.13
54936,14936,Road,2025-11-04,Delivered,43.22
54937,14937,Air,2025-09-13,Delayed,6.11
54938,14938,Rail,2025-04-28,Delivered,40.56
54939,14939,Rail,2025-06-23,Delivered,29.79
54940,14940,Rail,2025-02-26,Delayed,14.63
54941,14941,Road,2025-02-27,Delivered,41.33
54942,14942,Road,2025-10-12,Delayed,30.75
54943,14943,Rail,2025-11-03,Delayed,24.0
54944,14944,Rail,2025-08-15,Delivered,10.34
54945,14945,Rail,2025-09-03,Delivered,5.21
54946,14946,Road,2025-09-05,Delivered,22.02
54947,14947,Air,2025-08-26,Delivered,25.99
54948,14948,Air,2025-07-26,Delivered,19.37
54949,14949,Air,2025-04-24,Delivered,47.08
54950,14950,Road,2025-01-20,Delivered,7.74
54951,14951,Rail,2026-01-01,Delivered,28.93
54952,14952,Road,2025-12-24,Delayed,47.76
54953,14953,Road,2025-03-18,Delayed,36.61
54954,14954,Rail,2025-07-05,Delivered,29.8
54955,14955,Air,2025-07-18,Delayed,12.1
54956,14956,Rail,2025-09-15,Delivered,24.38
54957,14957,Air,2025-09-28,Delivered,35.55
54958,14958,Road,2025-02-09,Delayed,21.41
54959,14959,Road,2025-02-16,Delivered,26.32
54960,14960,Air,2025-03-25,Delivered,18.67
54961,14961,Air,2025-12-23,Delivered,46.9
54962,14962,Rail,2025-11-11,Delivered,28.69
54963,14963,Air,2025-10-29,Delayed,42.56
54964,14964,Rail,2025-01-29,Delivered,19.53
54965,14965,Air,2025-02-06,Delivered,47.77
54966,14966,Road,2025-10-12,Delivered,30.28
54967,14967,Road,2025-02-22,Delivered,24.5
54968,14968,Air,2025-09-25,Delivered,23.03
54969,14969,Rail,2025-12-21,Delayed,34.57
54970,14970,Rail,2025-03-29,Delivered,14.52
54971,14971,Rail,2025-08-20,Delayed,6.2
54972,14972,Rail,2025-07-18,Delayed,14.97
54973,14973,Rail,2025-07-20,Delayed,24.62
54974,14974,Rail,2025-05-29,Delayed,45.28
54975,14975,Rail,2025-12-23,Delivered,45.96
54976,14976,Air,2025-09-21,Delayed,16.04
54977,14977,Air,2025-03-13,Delivered,44.91
54978,14978,Air,2025-11-21,Delayed,36.08
54979,14979,Road,2025-10-19,Delivered,30.78
54980,14980,Air,2025-07-14,Delayed,25.65
54981,14981,Road,2025-10-26,Delivered,37.44
54982,14982,Rail,2025-10-28,Delivered,9.37
54983,14983,Rail,2025-03-04,Delivered,16.63
54984,14984,Air,2025-01-31,Delivered,7.13
54985,14985,Road,2025-09-12,Delivered,26.55
54986,14986,Road,2025-07-19,Delivered,8.61
54987,14987,Rail,2025-08-09,Delayed,22.83
54988,14988,Rail,2025-10-18,Delivered,46.92
54989,14989,Air,2025-06-18,Delivered,14.83
54990,14990,Rail,2025-01-19,Delivered,18.12
54991,14991,Road,2025-05-12,Delivered,49.08
54992,14992,Air,2025-05-23,Delivered,26.27
54993,14993,Road,2025-08-20,Delivered,5.84
54994,14994,Road,2025-08-17,Delivered,43.07
54995,14995,Rail,2025-05-16,Delivered,14.25
54996,14996,Air,2025-07-28,Delivered,44.76
54997,14997,Road,2025-04-06,Delivered,7.24
54998,14998,Road,2025-11-30,Delivered,13.97
54999,14999,Road,2025-01-13,Delivered,45.52
55000,15000,Air,2025-03-15,Delivered,16.77
55001,15001,Air,2025-04-08,Delivered,28.14
55002,15002,Road,2025-10-20,Delivered,23.0
55003,15003,Air,2025-02-05,Delivered,34.52
55004,15004,Air,2025-02-08,Delayed,22.71
55005,15005,Rail,2025-11-09,Delayed,37.78
55006,15006,Rail,2025-10-20,Delayed,16.16
55007,15007,Air,2025-06-21,Delivered,47.58
55008,15008,Road,2025-07-12,Delivered,25.5
55009,15009,Rail,2025-07-11,Delivered,31.56
55010,15010,Road,2025-03-05,Delayed,19.33
55011,15011,Rail,2025-12-30,Delivered,8.07
55012,15012,Road,2025-11-06,Delivered,10.77
55013,15013,Rail,2025-02-18,Delayed,15.83
55014,15014,Road,2025-12-10,Delivered,25.7
55015,15015,Road,2025-12-20,Delivered,19.59
55016,15016,Road,2025-10-13,Delayed,49.22
55017,15017,Rail,2025-06-29,Delivered,9.25
55018,15018,Air,2025-12-27,Delivered,47.18
55019,15019,Air,2025-09-15,Delayed,39.56
55020,15020,Rail,2025-09-29,Delivered,24.34
55021,15021,Rail,2025-12-24,Delivered,44.91
55022,15022,Air,2025-10-21,Delivered,15.05
55023,15023,Air,2025-01-14,Delivered,24.97
55024,15024,Road,2025-10-28,Delivered,47.16
55025,15025,Road,2025-04-17,Delayed,28.72
55026,15026,Road,2025-11-10,Delivered,11.65
55027,15027,Road,2025-08-31,Delayed,11.91
55028,15028,Road,2025-01-30,Delivered,43.18
55029,15029,Air,2025-04-10,Delivered,46.67
55030,15030,Air,2025-06-14,Delivered,14.36
55031,15031,Road,2025-05-16,Delivered,13.27
55032,15032,Road,2025-01-29,Delivered,23.65
55033,15033,Road,2025-09-02,Delayed,43.88
55034,15034,Road,2025-03-20,Delivered,39.03
55035,15035,Air,2025-10-06,Delivered,45.58
55036,15036,Rail,2025-11-27,Delivered,9.41
55037,15037,Air,2025-05-24,Delayed,25.86
55038,15038,Road,2025-02-27,Delayed,42.34
55039,15039,Rail,2025-02-18,Delivered,19.69
55040,15040,Air,2025-03-02,Delayed,9.69
55041,15041,Air,2025-02-27,Delivered,31.61
55042,15042,Air,2025-02-14,Delivered,32.86
55043,15043,Rail,2025-05-28,Delivered,20.67
55044,15044,Rail,2025-11-15,Delivered,22.98
55045,15045,Rail,2025-02-26,Delayed,44.88
55046,15046,Air,2025-01-09,Delivered,15.2
55047,15047,Rail,2025-10-06,Delivered,23.3
55048,15048,Air,2025-04-03,Delivered,15.45
55049,15049,Rail,2025-10-04,Delivered,34.72
55050,15050,Road,2025-05-24,Delayed,25.85
55051,15051,Road,2025-03-03,Delivered,25.22
55052,15052,Road,2025-09-04,Delivered,33.2
55053,15053,Rail,2025-06-16,Delivered,38.46
55054,15054,Air,2025-06-26,Delayed,38.05
55055,15055,Air,2025-12-04,Delayed,15.29
55056,15056,Air,2025-01-22,Delivered,17.5
55057,15057,Road,2025-06-19,Delayed,38.09
55058,15058,Rail,2025-03-29,Delayed,22.74
55059,15059,Rail,2025-07-12,Delivered,8.12
55060,15060,Air,2025-03-16,Delivered,30.46
55061,15061,Rail,2025-12-16,Delivered,42.43
55062,15062,Air,2025-08-20,Delivered,9.4
55063,15063,Rail,2025-07-12,Delivered,9.4
55064,15064,Air,2025-11-21,Delivered,46.37
55065,15065,Rail,2025-12-25,Delivered,30.24
55066,15066,Rail,2025-11-13,Delayed,21.98
55067,15067,Air,2025-12-19,Delayed,35.52
55068,15068,Road,2025-06-01,Delivered,25.86
55069,15069,Road,2025-05-19,Delivered,38.75
55070,15070,Road,2025-06-16,Delivered,24.52
55071,15071,Air,2025-09-24,Delivered,22.09
55072,15072,Road,2025-04-13,Delivered,12.2
55073,15073,Road,2025-12-01,Delivered,23.76
55074,15074,Road,2025-03-29,Delivered,6.26
55075,15075,Road,2025-01-13,Delivered,22.18
55076,15076,Rail,2025-02-02,Delivered,33.05
55077,15077,Rail,2025-01-26,Delayed,10.19
55078,15078,Road,2025-05-30,Delayed,10.75
55079,15079,Road,2025-05-10,Delayed,31.91
55080,15080,Road,2025-01-25,Delivered,23.92
55081,15081,Air,2025-06-04,Delivered,9.15
55082,15082,Road,2025-11-30,Delivered,47.52
55083,15083,Road,2025-02-16,Delivered,6.45
55084,15084,Rail,2025-02-24,Delivered,19.19
55085,15085,Road,2025-02-15,Delivered,8.19
55086,15086,Road,2025-10-20,Delayed,33.48
55087,15087,Road,2025-12-01,Delivered,8.47
55088,15088,Air,2025-11-11,Delivered,20.19
55089,15089,Air,2025-01-30,Delayed,22.42
55090,15090,Road,2025-06-29,Delivered,13.64
55091,15091,Air,2025-08-19,Delayed,35.99
55092,15092,Rail,2025-07-24,Delayed,43.95
55093,15093,Rail,2025-07-11,Delayed,37.54
55094,15094,Road,2025-02-17,Delivered,18.71
55095,15095,Rail,2025-07-18,Delivered,19.4
55096,15096,Road,2025-12-20,Delivered,29.06
55097,15097,Rail,2025-11-23,Delivered,25.08
55098,15098,Air,2025-06-10,Delayed,5.95
55099,15099,Rail,2025-06-26,Delivered,22.25
55100,15100,Air,2025-10-07,Delivered,47.23
55101,15101,Road,2025-05-24,Delivered,21.64
55102,15102,Road,2025-01-29,Delivered,36.64
55103,15103,Rail,2025-03-20,Delayed,14.98
55104,15104,Rail,2025-06-05,Delivered,5.26
55105,15105,Road,2025-08-23,Delivered,5.02
55106,15106,Road,2025-07-02,Delivered,17.9
55107,15107,Rail,2025-05-23,Delivered,26.83
55108,15108,Rail,2025-12-25,Delivered,28.56
55109,15109,Rail,2025-06-30,Delayed,13.97
55110,15110,Air,2025-08-08,Delivered,7.61
55111,15111,Road,2025-04-02,Delivered,17.19
55112,15112,Rail,2025-02-10,Delivered,49.22
55113,15113,Rail,2025-10-14,Delayed,41.99
55114,15114,Air,2025-05-15,Delivered,19.04
55115,15115,Road,2025-03-28,Delivered,42.05
55116,15116,Road,2025-12-29,Delivered,21.65
55117,15117,Rail,2025-02-01,Delivered,34.49
55118,15118,Rail,2026-01-01,Delivered,47.93
55119,15119,Air,2025-12-03,Delayed,29.1
55120,15120,Air,2025-12-26,Delivered,15.07
55121,15121,Rail,2025-04-03,Delayed,20.08
55122,15122,Air,2025-09-19,Delayed,20.07
55123,15123,Road,2025-10-30,Delayed,47.17
55124,15124,Air,2025-11-01,Delayed,46.4
55125,15125,Road,2025-06-05,Delivered,34.66
55126,15126,Air,2025-06-24,Delivered,38.05
55127,15127,Road,2025-09-26,Delayed,41.11
55128,15128,Rail,2025-10-07,Delivered,9.24
55129,15129,Rail,2026-01-05,Delivered,33.89
55130,15130,Road,2025-08-31,Delayed,46.28
55131,15131,Air,2025-02-08,Delivered,19.32
55132,15132,Road,2025-12-28,Delivered,23.61
55133,15133,Road,2025-10-03,Delivered,8.07
55134,15134,Rail,2025-01-10,Delivered,11.78
55135,15135,Rail,2025-05-23,Delayed,24.49
55136,15136,Rail,2025-02-08,Delayed,39.49
55137,15137,Road,2025-03-08,Delayed,20.25
55138,15138,Road,2025-07-11,Delivered,16.28
55139,15139,Rail,2025-06-17,Delivered,17.5
55140,15140,Air,2025-05-23,Delivered,24.31
55141,15141,Road,2025-11-27,Delivered,14.35
55142,15142,Road,2025-11-01,Delivered,12.2
55143,15143,Rail,2025-09-30,Delivered,29.08
55144,15144,Air,2025-01-29,Delivered,9.61
55145,15145,Air,2025-09-17,Delayed,46.38
55146,15146,Rail,2025-06-11,Delivered,27.4
55147,15147,Road,2025-08-31,Delivered,40.2
55148,15148,Road,2025-02-20,Delivered,29.02
55149,15149,Road,2025-05-03,Delivered,24.59
55150,15150,Rail,2025-04-30,Delivered,47.28
55151,15151,Road,2025-03-22,Delivered,41.45
55152,15152,Air,2025-05-10,Delivered,43.88
55153,15153,Air,2025-09-03,Delivered,38.56
55154,15154,Road,2025-07-01,Delayed,19.81
55155,15155,Road,2025-07-21,Delivered,27.35
55156,15156,Road,2025-11-19,Delivered,14.89
55157,15157,Rail,2025-12-01,Delivered,23.52
55158,15158,Air,2025-09-16,Delayed,21.64
55159,15159,Rail,2025-04-04,Delivered,26.86
55160,15160,Air,2025-03-29,Delayed,31.82
55161,15161,Road,2025-10-24,Delayed,29.1
55162,15162,Air,2025-05-20,Delivered,42.2
55163,15163,Air,2025-01-27,Delivered,37.88
55164,15164,Rail,2025-12-30,Delivered,21.84
55165,15165,Road,2025-10-14,Delayed,43.34
55166,15166,Road,2025-05-11,Delivered,34.16
55167,15167,Road,2025-12-06,Delivered,28.06
55168,15168,Air,2026-01-02,Delivered,18.24
55169,15169,Rail,2025-04-19,Delivered,8.6
55170,15170,Rail,2025-02-05,Delivered,18.24
55171,15171,Rail,2025-06-11,Delivered,10.25
55172,15172,Rail,2026-01-01,Delayed,9.41
55173,15173,Rail,2025-10-10,Delayed,8.81
55174,15174,Air,2025-03-07,Delivered,21.27
55175,15175,Rail,2025-04-15,Delayed,33.27
55176,15176,Air,2025-02-11,Delivered,33.71
55177,15177,Rail,2025-11-22,Delivered,7.73
55178,15178,Road,2025-08-21,Delayed,45.7
55179,15179,Road,2025-04-09,Delivered,39.22
55180,15180,Road,2025-07-08,Delayed,27.42
55181,15181,Air,2025-06-01,Delivered,21.1
55182,15182,Rail,2025-07-29,Delayed,32.07
55183,15183,Road,2025-07-24,Delivered,33.2
55184,15184,Rail,2025-08-10,Delivered,39.34
55185,15185,Road,2025-09-08,Delivered,34.39
55186,15186,Rail,2025-10-20,Delivered,49.32
55187,15187,Rail,2025-02-07,Delivered,6.55
55188,15188,Rail,2025-09-29,Delivered,22.28
55189,15189,Air,2025-12-24,Delivered,10.26
55190,15190,Road,2025-11-12,Delivered,39.31
55191,15191,Rail,2025-03-18,Delayed,24.84
55192,15192,Air,2025-03-22,Delivered,9.43
55193,15193,Air,2025-11-24,Delayed,16.83
55194,15194,Road,2025-07-16,Delivered,24.3
55195,15195,Rail,2025-01-29,Delayed,17.51
55196,15196,Rail,2025-01-06,Delayed,34.25
55197,15197,Road,2025-10-16,Delivered,17.82
55198,15198,Air,2025-09-15,Delivered,17.42
55199,15199,Rail,2025-03-15,Delivered,23.43
55200,15200,Rail,2025-06-27,Delayed,26.74
55201,15201,Road,2025-05-07,Delivered,48.43
55202,15202,Air,2025-03-07,Delayed,7.68
55203,15203,Rail,2025-10-11,Delivered,14.46
55204,15204,Rail,2025-11-03,Delivered,6.79
55205,15205,Rail,2025-12-04,Delivered,11.77
55206,15206,Road,2025-07-15,Delivered,24.38
55207,15207,Road,2025-08-31,Delivered,14.56
55208,15208,Rail,2025-01-14,Delivered,47.83
55209,15209,Rail,2025-07-14,Delivered,9.01
55210,15210,Air,2025-03-01,Delivered,17.21
55211,15211,Rail,2025-01-13,Delayed,6.39
55212,15212,Road,2025-10-08,Delivered,5.5
55213,15213,Road,2025-08-29,Delayed,28.84
55214,15214,Rail,2025-03-10,Delivered,12.56
55215,15215,Air,2025-12-11,Delivered,30.83
55216,15216,Air,2025-01-06,Delivered,28.23
55217,15217,Air,2025-08-15,Delivered,26.55
55218,15218,Air,2025-06-28,Delivered,21.75
55219,15219,Air,2025-03-07,Delivered,48.2
55220,15220,Air,2025-04-24,Delivered,34.84
55221,15221,Air,2025-02-22,Delivered,29.32
55222,15222,Rail,2025-07-08,Delivered,47.99
55223,15223,Rail,2025-01-30,Delayed,30.31
55224,15224,Road,2025-04-17,Delivered,24.96
55225,15225,Rail,2025-03-07,Delivered,25.33
55226,15226,Air,2025-08-01,Delayed,23.02
55227,15227,Road,2025-12-24,Delivered,7.29
55228,15228,Road,2025-02-02,Delivered,37.85
55229,15229,Air,2025-05-22,Delivered,49.7
55230,15230,Rail,2025-01-25,Delivered,20.34
55231,15231,Air,2025-11-29,Delivered,9.78
55232,15232,Road,2025-10-02,Delivered,10.27
55233,15233,Air,2025-08-26,Delivered,30.11
55234,15234,Air,2025-03-20,Delayed,31.75
55235,15235,Road,2025-03-29,Delivered,17.4
55236,15236,Air,2025-03-22,Delayed,48.95
55237,15237,Air,2025-02-15,Delivered,36.44
55238,15238,Rail,2025-09-27,Delivered,30.1
55239,15239,Rail,2025-06-13,Delayed,19.43
55240,15240,Road,2025-02-21,Delivered,5.23
55241,15241,Road,2025-08-22,Delivered,29.27
55242,15242,Road,2025-08-18,Delivered,25.56
55243,15243,Air,2025-08-31,Delivered,8.32
55244,15244,Rail,2025-07-06,Delivered,41.66
55245,15245,Air,2025-10-17,Delivered,9.23
55246,15246,Road,2025-07-16,Delivered,35.51
55247,15247,Rail,2025-10-31,Delivered,35.35
55248,15248,Air,2025-04-14,Delivered,37.78
55249,15249,Rail,2025-06-22,Delayed,37.66
55250,15250,Air,2025-09-11,Delivered,49.14
55251,15251,Rail,2025-06-12,Delayed,26.03
55252,15252,Road,2025-02-20,Delivered,22.26
55253,15253,Air,2025-08-04,Delivered,42.52
55254,15254,Air,2025-02-10,Delivered,26.83
55255,15255,Rail,2025-11-05,Delivered,5.31
55256,15256,Air,2025-03-10,Delivered,43.09
55257,15257,Air,2025-02-15,Delivered,19.75
55258,15258,Road,2025-12-27,Delivered,38.77
55259,15259,Air,2025-05-13,Delivered,30.89
55260,15260,Road,2025-01-28,Delayed,23.09
55261,15261,Air,2025-11-01,Delivered,46.29
55262,15262,Road,2025-10-03,Delayed,28.19
55263,15263,Road,2025-10-25,Delayed,34.7
55264,15264,Road,2025-11-28,Delayed,42.7
55265,15265,Air,2025-08-28,Delivered,7.97
55266,15266,Rail,2025-12-05,Delivered,34.57
55267,15267,Rail,2025-08-01,Delayed,46.56
55268,15268,Road,2025-08-05,Delivered,8.22
55269,15269,Air,2025-02-02,Delivered,15.52
55270,15270,Rail,2025-08-26,Delayed,41.44
55271,15271,Rail,2025-07-11,Delivered,22.44
55272,15272,Road,2025-09-05,Delayed,43.97
55273,15273,Road,2025-06-22,Delivered,23.7
55274,15274,Rail,2025-02-02,Delayed,11.73
55275,15275,Rail,2025-12-29,Delivered,5.77
55276,15276,Road,2025-12-06,Delivered,11.74
55277,15277,Rail,2025-03-23,Delivered,14.2
55278,15278,Air,2025-03-25,Delivered,9.03
55279,15279,Rail,2025-09-24,Delayed,7.48
55280,15280,Rail,2025-02-25,Delivered,6.61
55281,15281,Air,2025-01-26,Delivered,12.74
55282,15282,Road,2025-03-18,Delivered,6.76
55283,15283,Rail,2025-09-24,Delivered,24.36
55284,15284,Air,2025-07-26,Delayed,10.52
55285,15285,Rail,2025-12-12,Delivered,36.97
55286,15286,Air,2025-04-25,Delivered,28.6
55287,15287,Rail,2025-02-27,Delivered,7.45
55288,15288,Rail,2025-11-29,Delivered,38.12
55289,15289,Air,2025-03-05,Delayed,32.31
55290,15290,Rail,2025-07-02,Delivered,14.31
55291,15291,Road,2026-01-01,Delayed,34.59
55292,15292,Road,2025-09-04,Delivered,24.93
55293,15293,Rail,2025-05-08,Delayed,35.68
55294,15294,Air,2025-06-01,Delivered,14.57
55295,15295,Road,2025-03-31,Delivered,26.36
55296,15296,Rail,2025-10-23,Delivered,20.47
55297,15297,Air,2025-05-04,Delivered,17.66
55298,15298,Air,2025-10-22,Delivered,36.98
55299,15299,Air,2025-01-12,Delivered,23.55
55300,15300,Road,2025-03-04,Delivered,35.09
55301,15301,Road,2025-01-24,Delivered,24.31
55302,15302,Rail,2025-07-21,Delayed,6.22
55303,15303,Rail,2025-09-01,Delayed,34.46
55304,15304,Road,2025-10-29,Delayed,47.83
55305,15305,Road,2025-08-25,Delivered,32.93
55306,15306,Air,2025-11-28,Delayed,31.8
55307,15307,Road,2025-03-30,Delivered,25.78
55308,15308,Air,2025-05-20,Delivered,28.74
55309,15309,Road,2025-04-27,Delayed,45.71
55310,15310,Air,2025-10-06,Delivered,32.87
55311,15311,Road,2025-02-10,Delayed,30.23
55312,15312,Road,2025-08-21,Delivered,32.51
55313,15313,Rail,2025-09-27,Delayed,33.38
55314,15314,Air,2025-05-25,Delivered,45.55
55315,15315,Rail,2025-08-22,Delivered,37.65
55316,15316,Rail,2025-11-11,Delayed,45.47
55317,15317,Air,2025-10-07,Delivered,49.36
55318,15318,Rail,2025-10-03,Delivered,11.62
55319,15319,Rail,2025-07-05,Delivered,28.82
55320,15320,Rail,2025-08-18,Delivered,8.23
55321,15321,Road,2025-09-08,Delivered,18.55
55322,15322,Air,2025-06-14,Delivered,45.34
55323,15323,Air,2025-11-05,Delivered,43.18
55324,15324,Air,2025-04-12,Delivered,13.1
55325,15325,Road,2025-01-26,Delayed,41.28
55326,15326,Road,2025-07-09,Delayed,26.64
55327,15327,Rail,2025-05-01,Delayed,22.18
55328,15328,Rail,2025-10-14,Delivered,39.28
55329,15329,Air,2025-10-04,Delayed,32.11
55330,15330,Rail,2025-09-09,Delivered,22.45
55331,15331,Rail,2025-09-23,Delivered,23.45
55332,15332,Rail,2025-08-06,Delivered,32.51
55333,15333,Air,2025-09-08,Delivered,6.08
55334,15334,Rail,2025-12-22,Delayed,17.21
55335,15335,Road,2025-01-24,Delivered,22.65
55336,15336,Road,2025-12-05,Delivered,33.45
55337,15337,Road,2025-09-28,Delivered,22.0
55338,15338,Road,2025-10-25,Delivered,30.07
55339,15339,Air,2025-10-18,Delivered,33.33
55340,15340,Air,2025-09-27,Delayed,28.31
55341,15341,Rail,2025-07-07,Delivered,31.35
55342,15342,Air,2025-10-01,Delayed,22.99
55343,15343,Air,2025-10-14,Delivered,47.48
55344,15344,Road,2025-11-13,Delivered,22.01
55345,15345,Air,2025-09-09,Delivered,32.33
55346,15346,Air,2025-08-15,Delivered,11.84
55347,15347,Road,2025-11-18,Delivered,8.95
55348,15348,Rail,2025-10-14,Delayed,5.9
55349,15349,Air,2025-01-15,Delivered,17.55
55350,15350,Rail,2025-10-17,Delivered,40.96
55351,15351,Rail,2025-09-29,Delayed,7.44
55352,15352,Air,2025-01-22,Delayed,33.82
55353,15353,Rail,2025-02-12,Delivered,8.09
55354,15354,Air,2025-08-24,Delivered,32.6
55355,15355,Road,2025-03-05,Delayed,48.02
55356,15356,Road,2025-05-08,Delivered,39.91
55357,15357,Road,2025-03-10,Delayed,22.94
55358,15358,Air,2025-10-19,Delivered,30.29
55359,15359,Air,2025-06-04,Delivered,30.28
55360,15360,Rail,2025-12-20,Delivered,13.62
55361,15361,Air,2025-11-27,Delivered,8.95
55362,15362,Rail,2025-08-25,Delivered,34.51
55363,15363,Air,2025-07-03,Delivered,43.14
55364,15364,Rail,2025-12-25,Delivered,6.08
55365,15365,Road,2025-10-28,Delivered,23.56
55366,15366,Rail,2025-04-02,Delayed,20.71
55367,15367,Air,2025-11-14,Delivered,5.33
55368,15368,Road,2025-03-02,Delivered,41.54
55369,15369,Rail,2025-01-24,Delayed,38.94
55370,15370,Air,2025-05-08,Delivered,15.97
55371,15371,Air,2025-07-07,Delivered,19.87
55372,15372,Rail,2025-05-26,Delivered,46.78
55373,15373,Air,2025-04-07,Delivered,49.15
55374,15374,Air,2025-09-12,Delivered,5.38
55375,15375,Air,2025-01-10,Delayed,33.3
55376,15376,Rail,2025-01-26,Delivered,37.77
55377,15377,Air,2025-04-30,Delivered,5.31
55378,15378,Road,2025-11-18,Delivered,45.14
55379,15379,Air,2025-08-06,Delivered,7.01
55380,15380,Rail,2025-05-04,Delayed,30.82
55381,15381,Road,2025-08-30,Delayed,36.79
55382,15382,Rail,2025-12-28,Delayed,30.18
55383,15383,Road,2025-07-13,Delivered,24.57
